VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,PULocationID,DOLocationID,payment_type,fare_amount,tip_amount,tolls_amount,improvement_surcharge,total_amount
2,2024-01-20 08:02:10,2024-01-20 08:35:36.227274,3,5.65,4,230,2,26.63,0.0,0.0,1.0,27.63
2,2024-01-27 21:40:14,2024-01-27 21:44:37.903170,4,1.61,138,50,2,8.16,0.0,0.0,1.0,9.16
2,2024-01-10 21:08:47,2024-01-10 21:21:27.877773,2,3.3,41,158,1,13.18,0.06,4.47,1.0,18.71
1,2024-01-08 20:45:56,2024-01-08 20:53:53.089676,1,1.91,163,236,1,11.22,1.96,0.0,1.0,14.17
2,2024-01-13 16:33:53,2024-01-13 16:55:34.324587,1,2.66,260,41,1,13.76,3.51,0.0,1.0,18.27
1,2024-01-04 08:20:45,2024-01-04 08:35:43.238511,2,2.0,50,41,1,13.39,0.83,0.0,1.0,15.22
2,2024-01-26 17:39:45,2024-01-26 18:00:04.483009,1,1.93,61,230,1,14.75,2.8,0.0,1.0,18.55
1,2024-01-14 18:59:09,2024-01-14 19:29:18.980354,1,3.32,114,140,1,18.51,5.34,0.0,1.0,24.85
1,2024-01-11 06:25:36,2024-01-11 06:31:43.717974,5,1.81,260,138,1,7.51,1.81,0.0,1.0,10.33
1,2024-01-26 19:27:54,2024-01-26 19:54:08.646442,4,2.82,236,68,1,14.42,1.74,0.0,1.0,17.15
2,2024-01-06 18:49:55,2024-01-06 18:57:21.395005,4,1.07,114,230,2,2.5,0.0,0.0,1.0,3.5
2,2024-01-25 08:49:32,2024-01-25 09:07:02.125480,2,2.97,163,41,1,13.87,3.04,0.0,1.0,17.9
2,2024-01-23 11:16:12,2024-01-23 11:26:48.208176,1,2.0,114,125,1,9.58,2.03,0.0,1.0,12.61
2,2024-01-04 17:02:57,2024-01-04 17:27:35.394421,4,4.24,41,230,1,21.56,4.09,7.38,1.0,34.03
2,2024-01-03 00:56:05,2024-01-03 01:02:45.662759,2,0.99,230,82,1,8.07,0.99,0.0,1.0,10.07
1,2024-01-06 17:06:48,2024-01-06 17:22:02.709991,1,1.62,170,68,2,11.63,0.0,0.0,1.0,12.63
2,2024-01-10 14:54:54,2024-01-10 15:08:43.106775,1,2.81,24,170,1,14.29,0.02,0.0,1.0,15.32
1,2024-01-05 18:13:52,2024-01-05 18:22:28.001497,1,1.7,100,24,1,9.5,2.67,0.0,1.0,13.17
1,2024-01-02 21:09:28,2024-01-02 21:13:14.357545,2,1.24,68,90,2,4.77,0.0,0.0,1.0,5.77
1,2024-01-23 22:09:12,2024-01-23 22:14:42.774170,3,1.51,132,41,1,7.13,0.32,0.0,1.0,8.46
1,2024-01-08 16:25:47,2024-01-08 16:36:29.362048,1,1.7,50,162,1,8.17,2.31,0.0,1.0,11.48
1,2024-01-16 23:58:06,2024-01-17 00:02:07.898697,1,0.99,90,132,1,5.04,0.98,0.0,1.0,7.02
2,2024-01-03 11:02:07,2024-01-03 11:06:24.491349,6,1.58,100,158,1,8.23,1.53,0.0,1.0,10.77
1,2024-01-31 21:41:54,2024-01-31 22:30:10.529378,2,12.78,163,13,1,39.14,9.93,0.0,1.0,50.07
2,2024-01-02 14:54:01,2024-01-02 15:03:30.676125,2,2.48,43,186,1,7.7,0.98,0.0,1.0,9.68
2,2024-01-13 20:38:22,2024-01-13 20:47:26.315808,2,2.68,79,142,2,11.22,0.0,0.0,1.0,12.22
2,2024-01-30 17:34:35,2024-01-30 17:51:29.965220,4,2.19,107,186,2,11.99,0.0,0.0,1.0,12.99
2,2024-01-26 18:32:22,2024-01-26 19:00:47.379654,6,4.74,138,7,1,23.01,4.47,0.0,1.0,28.48
1,2024-01-23 17:26:01,2024-01-23 17:42:11.272386,6,2.36,13,82,2,13.57,0.0,0.0,1.0,14.57
1,2024-01-27 21:56:08,2024-01-27 22:03:12.695785,1,1.72,260,162,1,7.26,1.2,0.0,1.0,9.46
2,2024-01-23 20:42:17,2024-01-23 20:54:28.439240,5,2.23,100,68,2,9.39,0.0,0.0,1.0,10.39
2,2024-01-30 08:29:25,2024-01-30 08:54:46.479453,2,4.66,100,236,2,21.31,0.0,0.0,1.0,22.31
1,2024-01-15 15:13:46,2024-01-15 15:24:22.968893,1,3.93,161,7,1,13.41,3.72,0.0,1.0,18.13
1,2024-01-16 14:29:42,2024-01-16 14:33:50.692998,2,0.74,114,113,2,5.7,0.0,0.0,1.0,6.7
2,2024-01-06 09:23:06,2024-01-06 09:36:38.955698,3,2.35,138,113,1,12.61,2.5,0.0,1.0,16.11
2,2024-01-03 09:00:50,2024-01-03 09:22:57.230587,2,3.27,79,140,1,19.16,1.76,0.0,1.0,21.93
1,2024-01-02 23:28:26,2024-01-02 23:39:49.035442,3,2.47,161,186,2,12.99,0.0,0.0,1.0,13.99
2,2024-01-29 19:47:29,2024-01-29 21:08:23.105386,2,12.66,140,79,2,52.15,0.0,0.0,1.0,53.15
1,2024-01-16 12:58:18,2024-01-16 13:10:34.868224,6,3.29,132,48,1,15.65,0.27,0.0,1.0,16.92
1,2024-01-12 09:46:01,2024-01-12 10:09:25.833796,4,3.75,82,100,2,17.54,0.0,0.0,1.0,18.54
2,2024-01-30 11:50:30,2024-01-30 11:55:19.013059,2,1.05,260,186,2,6.12,0.0,0.0,1.0,7.12
1,2024-01-29 11:00:39,2024-01-29 11:12:35.773848,2,1.02,161,13,2,8.36,0.0,0.0,1.0,9.36
2,2024-01-22 20:56:31,2024-01-22 21:03:06.918978,3,1.53,24,256,1,8.98,1.15,0.0,1.0,11.12
1,2024-01-16 11:31:17,2024-01-16 11:40:05.394095,2,1.12,161,161,1,8.53,2.33,0.0,1.0,11.87
2,2024-01-10 16:31:29,2024-01-10 16:53:29.676620,1,2.79,61,41,1,14.5,0.82,0.0,1.0,16.32
2,2024-01-13 21:43:15,2024-01-13 21:52:09.787515,1,1.48,256,230,2,11.07,0.0,0.0,1.0,12.07
2,2024-01-31 16:07:26,2024-01-31 16:14:01.450005,4,0.85,68,100,1,3.28,0.72,0.0,1.0,5.0
1,2024-01-02 22:09:10,2024-01-02 22:26:00.091981,2,4.33,50,236,1,15.01,3.9,0.0,1.0,19.91
2,2024-01-07 05:50:50,2024-01-07 06:00:31.530511,4,2.55,48,158,1,10.79,3.18,0.0,1.0,14.97
2,2024-01-24 22:53:09,2024-01-24 23:02:29.326203,6,2.52,162,142,2,12.2,0.0,0.0,1.0,13.2
2,2024-01-27 22:09:26,2024-01-27 22:11:50.927558,2,1.55,140,50,2,5.73,0.0,0.0,1.0,6.73
2,2024-01-22 15:22:40,2024-01-22 15:36:59.569893,4,2.89,107,140,1,11.61,2.96,0.0,1.0,15.58
2,2024-01-23 20:50:36,2024-01-23 20:57:50.838626,6,2.75,107,161,1,10.93,2.39,0.0,1.0,14.33
1,2024-01-31 21:47:51,2024-01-31 22:05:08.779208,1,3.12,90,113,2,16.03,0.0,0.0,1.0,17.03
2,2024-01-01 21:01:29,2024-01-01 21:12:43.843072,3,1.72,158,236,2,10.5,0.0,0.0,1.0,11.5
1,2024-01-15 17:33:41,2024-01-15 17:46:43.879056,3,1.77,132,90,1,10.97,1.55,0.0,1.0,13.52
1,2024-01-26 21:30:58,2024-01-26 21:39:18.712751,2,1.58,79,162,1,10.5,0.67,0.0,1.0,12.17
1,2024-01-26 08:33:56,2024-01-26 08:39:47.535884,3,1.33,230,138,1,7.37,0.06,0.0,1.0,8.43
2,2024-01-31 15:42:14,2024-01-31 16:03:44.262420,2,7.47,170,163,2,22.16,0.0,0.0,1.0,23.16
2,2024-01-24 21:17:54,2024-01-24 21:21:25.408951,3,0.45,230,13,1,3.65,0.99,0.0,1.0,5.63
1,2024-01-26 23:29:45,2024-01-26 23:37:00.789705,1,1.08,162,68,1,8.54,1.57,0.0,1.0,11.11
2,2024-01-19 20:30:02,2024-01-19 20:42:24.241484,6,2.4,41,138,2,12.46,0.0,0.0,1.0,13.46
1,2024-01-14 05:57:03,2024-01-14 06:00:10.690006,2,1.34,4,230,1,4.32,1.22,0.0,1.0,6.55
1,2024-01-23 23:57:16,2024-01-24 00:09:55.761601,1,2.4,13,7,1,11.85,1.46,0.0,1.0,14.31
2,2024-01-13 19:39:26,2024-01-13 19:44:43.477699,3,0.93,230,24,2,4.9,0.0,0.0,1.0,5.9
2,2024-01-13 22:15:24,2024-01-13 22:18:18.722514,2,0.66,255,255,2,7.75,0.0,0.0,1.0,8.75
2,2024-01-23 18:13:16,2024-01-23 18:25:23.053009,2,1.77,107,100,1,10.29,0.76,0.0,1.0,12.05
1,2024-01-27 07:50:33,2024-01-27 08:13:23.372373,3,4.4,236,82,1,19.68,0.85,0.0,1.0,21.52
1,2024-01-03 19:03:52,2024-01-03 19:24:01.681572,2,2.66,230,13,1,14.65,3.72,0.0,1.0,19.38
1,2024-01-30 15:24:46,2024-01-30 15:38:12.534091,5,3.75,82,142,1,13.53,3.17,0.0,1.0,17.7
2,2024-01-04 11:00:36,2024-01-04 11:21:39.704077,5,5.04,138,236,2,19.46,0.0,0.0,1.0,20.46
2,2024-01-01 06:49:11,2024-01-01 07:06:32.562742,1,3.53,48,113,1,17.07,0.34,0.0,1.0,18.41
2,2024-01-30 09:19:25,2024-01-30 09:33:14.858965,4,1.39,236,82,1,10.48,0.32,0.0,1.0,11.8
1,2024-01-14 08:46:20,2024-01-14 09:03:07.272807,6,1.78,162,256,1,10.66,0.47,0.0,1.0,12.13
1,2024-01-04 01:16:13,2024-01-04 01:23:50.685089,5,1.18,230,107,1,6.97,0.1,0.0,1.0,8.07
1,2024-01-05 14:48:53,2024-01-05 14:57:23.076693,1,1.86,114,4,1,9.52,1.7,0.0,1.0,12.23
1,2024-01-01 08:06:33,2024-01-01 08:19:38.946001,1,1.46,113,50,1,8.39,0.25,0.0,1.0,9.64
1,2024-01-08 12:44:52,2024-01-08 12:51:43.047763,4,2.74,186,13,1,10.51,1.12,0.0,1.0,12.62
1,2024-01-29 18:39:24,2024-01-29 18:45:06.621435,3,1.23,90,186,1,6.6,0.84,0.0,1.0,8.44
2,2024-01-20 08:28:57,2024-01-20 08:43:15.015246,1,1.75,138,43,1,13.03,3.72,0.0,1.0,17.74
2,2024-01-26 11:53:19,2024-01-26 12:07:43.197294,3,4.32,79,140,1,16.46,2.31,0.0,1.0,19.77
1,2024-01-13 11:50:43,2024-01-13 12:06:06.264074,1,4.28,48,50,1,15.02,2.38,0.0,1.0,18.4
1,2024-01-27 16:21:13,2024-01-27 16:43:10.455519,6,3.24,13,114,2,18.12,0.0,0.0,1.0,19.12
2,2024-01-05 22:15:55,2024-01-05 22:21:42.333722,1,1.12,186,100,2,8.25,0.0,0.0,1.0,9.25
2,2024-01-11 19:54:26,2024-01-11 21:32:43.628193,1,15.17,158,186,2,67.5,0.0,0.0,1.0,68.5
2,2024-01-23 08:50:01,2024-01-23 09:00:55.624983,3,1.81,107,163,1,8.87,0.91,0.0,1.0,10.78
1,2024-01-11 16:28:18,2024-01-11 16:51:53.007419,1,2.84,132,125,2,18.68,0.0,0.0,1.0,19.68
1,2024-01-29 17:05:03,2024-01-29 17:18:16.615939,1,1.84,4,236,1,8.88,0.17,0.0,1.0,10.04
2,2024-01-23 10:36:50,2024-01-23 10:46:20.780630,2,2.11,132,43,1,10.74,1.31,0.0,1.0,13.05
1,2024-01-01 00:58:35,2024-01-01 01:03:03.638993,6,0.5,90,230,1,4.55,0.32,0.0,1.0,5.86
2,2024-01-17 15:44:20,2024-01-17 15:57:02.344769,1,3.03,161,50,1,13.11,2.45,0.0,1.0,16.56
1,2024-01-11 20:19:01,2024-01-11 20:24:35.442219,1,1.23,33,24,2,5.94,0.0,0.0,1.0,6.94
1,2024-01-16 07:55:20,2024-01-16 08:23:56.517233,2,5.09,142,7,1,20.08,3.39,0.0,1.0,24.47
2,2024-01-04 12:42:01,2024-01-04 12:52:37.509071,5,3.04,186,50,1,14.83,0.76,0.0,1.0,16.59
1,2024-01-15 11:25:00,2024-01-15 11:45:01.258987,2,6.0,230,90,1,19.36,4.8,0.0,1.0,25.16
2,2024-01-12 16:56:26,2024-01-12 17:06:31.446001,2,1.64,48,4,1,9.63,1.01,0.0,1.0,11.64
1,2024-01-29 10:32:55,2024-01-29 10:43:59.593086,6,1.36,113,186,1,11.12,2.31,0.0,1.0,14.43
2,2024-01-22 18:21:14,2024-01-22 18:52:28.526113,1,4.3,41,236,1,21.98,5.36,0.0,1.0,28.34
1,2024-01-30 13:09:28,2024-01-30 13:21:28.505259,2,3.17,138,4,2,11.6,0.0,0.0,1.0,12.6
2,2024-01-05 19:54:49,2024-01-05 20:22:03.481998,2,3.58,158,142,2,17.77,0.0,0.0,1.0,18.77
2,2024-01-06 18:48:51,2024-01-06 19:03:21.199180,5,2.14,140,114,1,12.87,3.58,0.0,1.0,17.44
1,2024-01-01 14:50:52,2024-01-01 14:58:22.484626,2,1.22,138,237,2,5.98,0.0,0.0,1.0,6.98
1,2024-01-04 16:19:44,2024-01-04 16:35:18.382666,6,1.38,68,237,1,9.87,1.21,0.0,1.0,12.08
1,2024-01-26 16:17:58,2024-01-26 16:42:53.615370,1,3.93,100,24,2,19.29,0.0,0.0,1.0,20.29
1,2024-01-16 18:57:46,2024-01-16 19:22:03.612468,4,3.38,255,90,1,19.11,3.04,0.0,1.0,23.14
2,2024-01-26 21:00:56,2024-01-26 21:16:31.468874,3,3.41,100,142,1,11.87,2.33,0.0,1.0,15.2
2,2024-01-04 20:30:40,2024-01-04 20:38:34.778612,6,1.86,230,142,1,9.27,0.74,0.0,1.0,11.01
1,2024-01-12 18:49:24,2024-01-12 18:49:24.000000,4,0.0,13,236,1,9.09,0.82,0.0,1.0,10.9
1,2024-01-21 12:03:42,2024-01-21 12:12:38.324356,5,1.74,43,256,1,9.46,0.6,0.0,1.0,11.06
2,2024-01-29 19:42:04,2024-01-29 19:55:03.067857,2,1.52,100,230,1,7.07,0.0,0.0,1.0,8.07
1,2024-01-04 22:53:31,2024-01-04 23:16:22.399939,1,6.48,33,140,1,20.0,5.27,0.0,1.0,26.27
2,2024-01-01 11:02:20,2024-01-01 11:22:58.431635,2,4.84,68,163,2,17.16,0.0,0.0,1.0,18.16
1,2024-01-04 17:06:23,2024-01-04 17:18:20.237841,2,1.72,230,4,1,9.38,1.36,0.0,1.0,11.74
2,2024-01-14 18:02:24,2024-01-14 19:01:49.896291,1,8.73,48,138,1,38.7,3.55,2.09,1.0,45.33
2,2024-01-14 18:55:47,2024-01-14 19:18:32.837099,1,3.13,163,41,1,15.26,0.7,0.0,1.0,16.95
2,2024-01-13 17:01:19,2024-01-13 17:15:23.139167,4,2.27,163,230,2,12.32,0.0,0.0,1.0,13.32
1,2024-01-10 12:04:43,2024-01-10 12:11:08.883516,3,2.0,170,236,1,10.74,1.45,0.0,1.0,13.2
2,2024-01-11 16:49:57,2024-01-11 17:21:15.722029,5,4.3,100,260,1,23.66,1.63,0.0,1.0,26.29
1,2024-01-04 12:41:56,2024-01-04 12:47:51.501795,1,1.74,48,138,1,10.05,2.0,0.0,1.0,13.05
1,2024-01-09 21:01:17,2024-01-09 21:17:55.745478,1,4.88,158,41,2,17.87,0.0,0.0,1.0,18.87
2,2024-01-05 19:45:41,2024-01-05 19:58:31.173489,5,1.92,161,43,2,12.07,0.0,0.0,1.0,13.07
2,2024-01-09 01:39:49,2024-01-09 01:46:52.582566,1,3.41,68,33,2,12.75,0.0,0.0,1.0,13.75
1,2024-01-05 12:13:01,2024-01-05 12:31:26.463604,1,4.22,132,50,2,15.82,0.0,0.0,1.0,16.82
2,2024-01-08 15:05:59,2024-01-08 15:17:06.289771,1,1.55,24,113,2,8.7,0.0,0.0,1.0,9.7
2,2024-01-22 18:35:27,2024-01-22 18:59:47.146611,2,3.24,140,43,1,15.34,4.35,0.0,1.0,20.68
1,2024-01-23 16:44:57,2024-01-23 17:20:24.453273,1,5.23,132,162,1,23.67,3.38,0.0,1.0,28.05
1,2024-01-22 21:00:07,2024-01-22 21:07:59.016109,3,1.33,43,100,1,5.5,0.07,0.0,1.0,6.57
2,2024-01-28 18:13:13,2024-01-28 18:32:44.544971,1,2.56,138,125,1,14.14,2.79,0.0,1.0,17.93
2,2024-01-30 17:30:04,2024-01-30 18:10:36.940600,1,6.26,170,230,2,28.51,0.0,0.0,1.0,29.51
1,2024-01-31 17:25:48,2024-01-31 17:46:42.871649,1,3.24,256,163,1,15.93,0.22,4.88,1.0,22.02
1,2024-01-23 21:59:41,2024-01-23 22:09:17.563150,1,2.52,230,163,2,10.37,0.0,0.0,1.0,11.37
1,2024-01-16 15:52:51,2024-01-16 16:07:48.749958,3,4.21,142,13,2,16.71,0.0,0.0,1.0,17.71
1,2024-01-13 15:25:04,2024-01-13 15:51:53.836647,2,6.99,236,68,1,24.37,5.92,0.0,1.0,31.28
1,2024-01-13 19:01:06,2024-01-13 19:30:29.869582,2,3.75,90,90,2,20.42,0.0,0.0,1.0,21.42
2,2024-01-15 09:45:57,2024-01-15 10:30:40.792072,1,6.79,186,260,1,30.13,0.35,0.0,1.0,31.48
1,2024-01-29 14:07:34,2024-01-29 14:17:59.096826,2,2.45,4,68,2,10.6,0.0,0.0,1.0,11.6
1,2024-01-12 19:20:37,2024-01-12 19:54:19.856445,1,5.11,24,125,1,23.32,2.36,0.0,1.0,26.68
1,2024-01-25 18:14:36,2024-01-25 18:31:29.734689,1,1.64,170,50,1,10.57,1.84,8.43,1.0,21.84
2,2024-01-20 21:02:02,2024-01-20 21:30:15.943542,6,7.64,50,140,1,26.09,1.95,0.0,1.0,29.04
2,2024-01-14 19:03:53,2024-01-14 19:24:02.536654,6,2.73,186,4,2,18.41,0.0,0.0,1.0,19.41
1,2024-01-04 08:20:21,2024-01-04 08:39:07.467038,1,2.76,170,237,1,14.77,3.38,0.0,1.0,19.15
2,2024-01-11 20:43:12,2024-01-11 21:06:25.601502,5,5.93,24,158,1,24.39,3.92,0.0,1.0,29.31
1,2024-01-29 17:58:12,2024-01-29 18:22:48.909765,5,2.74,125,140,1,15.21,1.48,0.0,1.0,17.69
2,2024-01-04 08:30:42,2024-01-04 08:45:58.742420,1,2.29,163,114,2,15.54,0.0,0.0,1.0,16.54
2,2024-01-24 11:51:22,2024-01-24 12:03:53.052988,5,1.83,230,4,1,7.63,1.11,0.0,1.0,9.74
1,2024-01-07 07:39:04,2024-01-07 07:59:45.012079,2,3.23,162,138,1,17.14,1.99,0.0,1.0,20.13
1,2024-01-15 22:16:59,2024-01-15 22:28:35.232158,1,2.21,107,48,1,13.13,2.94,0.0,1.0,17.07
1,2024-01-31 15:35:35,2024-01-31 15:49:06.655625,1,2.15,162,125,2,12.09,0.0,0.0,1.0,13.09
1,2024-01-11 15:33:11,2024-01-11 15:52:44.082210,2,4.67,113,132,2,17.72,0.0,0.0,1.0,18.72
1,2024-01-25 07:14:22,2024-01-25 07:36:56.405058,1,4.13,4,186,1,17.43,0.63,7.15,1.0,26.21
2,2024-01-27 14:27:08,2024-01-27 14:35:27.303333,4,1.36,163,237,1,9.7,1.99,4.41,1.0,17.1
1,2024-01-14 20:55:43,2024-01-14 21:05:33.534124,2,1.35,79,255,1,6.8,2.04,0.0,1.0,9.84
2,2024-01-14 19:28:13,2024-01-14 19:39:26.424091,1,0.78,43,100,2,6.93,0.0,0.0,1.0,7.93
2,2024-01-21 19:20:44,2024-01-21 19:27:46.310118,1,1.06,90,186,2,8.89,0.0,0.0,1.0,9.89
2,2024-01-10 18:34:34,2024-01-10 19:27:06.682620,3,8.55,162,162,2,35.95,0.0,0.0,1.0,36.95
1,2024-01-04 19:28:49,2024-01-04 19:41:11.507730,2,2.16,33,132,1,14.26,0.84,0.0,1.0,16.1
2,2024-01-18 20:44:29,2024-01-18 21:04:05.982611,5,3.76,7,161,1,15.79,4.72,0.0,1.0,21.51
1,2024-01-30 17:18:13,2024-01-30 17:38:55.775775,5,2.55,100,186,2,13.98,0.0,0.0,1.0,14.98
1,2024-01-12 08:50:23,2024-01-12 09:17:19.001038,5,4.2,138,24,2,20.73,0.0,0.0,1.0,21.73
1,2024-01-18 15:09:32,2024-01-18 15:31:59.433203,5,4.3,237,170,1,18.05,1.63,0.0,1.0,20.68
1,2024-01-28 06:42:10,2024-01-28 06:47:50.432021,3,0.83,107,161,1,6.87,1.72,0.0,1.0,9.59
2,2024-01-24 17:30:15,2024-01-24 17:50:34.201340,6,2.43,125,100,1,11.96,1.49,0.0,1.0,14.45
2,2024-01-02 21:40:44,2024-01-02 22:01:04.657499,2,2.65,79,260,2,14.49,0.0,0.0,1.0,15.49
1,2024-01-21 15:04:02,2024-01-21 15:13:49.066353,4,3.45,161,24,1,15.37,2.13,0.0,1.0,18.5
2,2024-01-20 11:28:10,2024-01-20 11:35:12.754843,6,1.82,186,61,1,8.93,0.22,0.0,1.0,10.15
1,2024-01-19 13:45:23,2024-01-19 13:58:04.951153,2,3.05,107,170,1,12.2,0.38,0.0,1.0,13.58
1,2024-01-21 19:32:59,2024-01-21 19:47:36.473526,1,1.87,4,24,1,12.99,0.13,0.0,1.0,14.13
2,2024-01-17 15:23:53,2024-01-17 15:30:23.014282,1,1.41,230,50,1,7.87,1.12,0.0,1.0,9.99
2,2024-01-18 20:05:39,2024-01-18 20:16:16.787020,1,2.04,170,236,1,8.88,2.29,0.0,1.0,12.17
1,2024-01-06 18:51:44,2024-01-06 19:03:42.535261,1,1.37,68,50,1,11.07,1.27,0.0,1.0,13.34
2,2024-01-12 12:18:38,2024-01-12 12:34:53.770997,4,4.46,107,13,1,16.32,1.12,0.0,1.0,18.43
2,2024-01-16 17:00:28,2024-01-16 17:18:36.295222,4,2.4,61,161,2,13.76,0.0,0.0,1.0,14.76
1,2024-01-13 09:22:42,2024-01-13 09:30:44.106950,2,1.46,170,260,2,9.67,0.0,0.0,1.0,10.67
2,2024-01-31 09:33:56,2024-01-31 09:53:10.514779,6,2.41,163,125,1,12.73,0.17,0.0,1.0,13.9
2,2024-01-15 07:42:36,2024-01-15 07:58:58.683636,6,2.54,170,138,1,12.66,0.23,0.0,1.0,13.89
1,2024-01-02 09:38:59,2024-01-02 09:42:11.758131,4,1.32,61,236,2,5.86,0.0,0.0,1.0,6.86
1,2024-01-06 19:16:18,2024-01-06 19:40:09.001396,1,4.01,107,163,1,17.9,3.51,0.0,1.0,22.41
1,2024-01-11 07:17:06,2024-01-11 07:29:58.134768,1,2.29,90,90,1,13.19,3.8,0.0,1.0,18.0
1,2024-01-18 17:41:36,2024-01-18 18:01:36.429117,4,3.24,125,161,2,20.53,0.0,0.0,1.0,21.53
2,2024-01-26 12:07:50,2024-01-26 12:16:40.536031,6,2.0,237,138,1,9.97,1.46,0.0,1.0,12.43
1,2024-01-07 23:41:26,2024-01-07 23:47:14.750397,3,1.49,43,4,1,7.02,0.51,0.0,1.0,8.53
1,2024-01-21 16:19:27,2024-01-21 16:29:39.702278,6,1.31,68,41,1,12.36,0.88,0.0,1.0,14.25
1,2024-01-30 19:15:26,2024-01-30 19:43:56.804650,5,4.02,68,163,1,17.75,0.26,0.0,1.0,19.01
2,2024-01-06 19:28:57,2024-01-06 19:56:07.660694,1,4.22,170,48,1,16.39,3.66,0.0,1.0,21.06
1,2024-01-22 13:07:40,2024-01-22 13:12:00.995347,3,1.66,170,236,1,7.89,1.33,0.0,1.0,10.23
1,2024-01-05 07:13:38,2024-01-05 07:21:59.675278,2,1.61,125,140,1,8.77,0.33,0.0,1.0,10.1
2,2024-01-28 07:40:07,2024-01-28 07:47:13.029383,6,1.04,90,41,1,7.83,2.27,0.0,1.0,11.1
1,2024-01-15 13:55:05,2024-01-15 14:11:08.447937,1,4.09,230,61,2,15.01,0.0,0.0,1.0,16.01
1,2024-01-09 17:56:05,2024-01-09 18:20:23.526624,1,3.15,13,162,2,17.13,0.0,0.0,1.0,18.13
1,2024-01-09 15:23:32,2024-01-09 15:26:39.468731,4,1.32,230,170,1,6.44,1.36,0.0,1.0,8.8
1,2024-01-05 18:17:43,2024-01-05 19:10:13.873718,1,7.96,68,230,2,37.06,0.0,0.0,1.0,38.06
1,2024-01-06 21:21:35,2024-01-06 21:32:30.243846,1,3.22,33,186,1,9.09,2.53,0.0,1.0,12.62
1,2024-01-20 09:31:47,2024-01-20 09:45:54.598559,1,1.92,132,4,1,10.2,1.42,0.0,1.0,12.61
1,2024-01-26 12:41:45,2024-01-26 12:55:05.462102,1,3.87,170,170,1,14.53,2.36,0.0,1.0,17.89
2,2024-01-08 11:16:19,2024-01-08 11:31:51.329611,3,2.26,43,79,1,12.31,3.42,0.0,1.0,16.73
1,2024-01-23 08:58:50,2024-01-23 09:05:53.339092,1,1.11,79,61,1,7.24,2.0,0.0,1.0,10.24
1,2024-01-08 15:35:20,2024-01-08 15:44:37.784614,4,1.48,230,132,1,8.95,1.11,0.0,1.0,11.06
1,2024-01-14 08:26:47,2024-01-14 08:47:34.832540,6,2.67,161,230,2,17.4,0.0,0.0,1.0,18.4
2,2024-01-20 05:49:00,2024-01-20 05:58:56.250979,2,2.61,236,48,2,10.34,0.0,0.0,1.0,11.34
1,2024-01-06 06:58:04,2024-01-06 07:05:15.953574,3,2.09,161,140,1,10.95,2.68,0.0,1.0,14.64
2,2024-01-09 18:09:58,2024-01-09 18:40:31.046368,3,4.4,161,41,1,20.09,3.93,0.0,1.0,25.02
1,2024-01-01 16:11:48,2024-01-01 16:22:12.605598,5,1.16,114,132,1,9.1,0.66,10.31,1.0,21.06
1,2024-01-28 22:31:01,2024-01-28 22:40:24.140713,3,2.25,132,161,2,10.81,0.0,0.0,1.0,11.81
2,2024-01-05 21:40:31,2024-01-05 21:51:54.957252,1,1.93,158,170,1,11.87,3.06,0.0,1.0,15.93
2,2024-01-22 18:59:16,2024-01-22 19:34:23.925951,2,5.04,125,125,1,25.74,4.14,0.0,1.0,30.88
2,2024-01-10 20:39:18,2024-01-10 20:49:12.462958,1,1.77,107,48,1,10.73,2.13,0.0,1.0,13.86
1,2024-01-12 08:01:28,2024-01-12 08:24:41.402186,5,3.82,236,186,1,18.83,0.03,0.0,1.0,19.86
1,2024-01-09 19:33:33,2024-01-09 20:16:15.661399,6,5.92,4,4,2,32.68,0.0,0.0,1.0,33.68
2,2024-01-11 17:13:44,2024-01-11 17:33:05.975491,1,2.74,50,237,1,13.88,0.87,0.0,1.0,15.75
1,2024-01-09 20:35:17,2024-01-09 20:51:57.785113,4,4.0,24,186,1,15.72,3.39,0.0,1.0,20.1
1,2024-01-01 10:42:56,2024-01-01 11:04:41.705984,1,3.98,142,236,2,20.14,0.0,8.0,1.0,29.15
2,2024-01-07 18:08:56,2024-01-07 18:36:53.145232,1,4.16,170,82,1,18.8,2.98,0.0,1.0,22.78
1,2024-01-07 06:02:35,2024-01-07 06:08:20.529025,1,1.37,4,107,1,6.05,0.45,0.0,1.0,7.5
2,2024-01-03 18:59:41,2024-01-03 19:20:02.099590,5,2.64,48,161,1,16.35,1.39,0.0,1.0,18.74
1,2024-01-07 08:04:44,2024-01-07 08:15:18.119106,2,1.3,100,170,1,8.37,0.41,0.0,1.0,9.77
2,2024-01-03 22:16:24,2024-01-03 22:32:34.663531,1,4.68,100,163,2,15.12,0.0,6.24,1.0,22.36
2,2024-01-26 23:06:48,2024-01-26 23:14:35.549947,3,0.89,41,170,2,5.95,0.0,0.0,1.0,6.95
1,2024-01-31 13:50:15,2024-01-31 13:56:43.626890,3,3.35,50,255,1,12.02,1.9,0.0,1.0,14.92
1,2024-01-09 21:06:53,2024-01-09 21:21:50.433944,1,2.3,114,140,2,9.83,0.0,0.0,1.0,10.83
1,2024-01-05 10:54:34,2024-01-05 11:10:30.564924,1,2.02,230,114,2,12.87,0.0,0.0,1.0,13.87
